"id","naslov","labela","podtip"
"sportklub_438c533799","Koreča: Siner i Alkaras su kao Đoković i Federer","0",""
"sportklub_8fa657353d","Kolosalna partija Milutinova, Tajrik Džons nadomak dabl-dabla","1",""
"sportklub_41ccf40c64","Luka Bošković ispisao istoriju! Srbija ima novo atletsko čudo!","1",""
"sportklub_7d41eee89d","Uvek lepo u Beogradu: Papanikolau o pesmi „Zvezda – Olimpijakos!“","1",""
"sportklub_936339caf6","I to je moguće: IO FSS odlučivao na sednici bez kvoruma!","1",""
"sportklub_bbb84f78f0","Ferero se ponudio broju 1: Zašto ne bih trenirao Sinera","0",""
"sportklub_732a826421","Venus: Bila bi tragedija za tenis da Arina prestane da igra","0",""
"sportklub_9c79be69d1","Adidas vraća Jugoslaviju na velika vrata","0",""
"sportklub_cf49d83d09","Prekid serije: Ni Alkaraz ni Siner – posle dugo vremena!","0",""
"sportklub_eb7cfafd7f","Sami Kedira se vraća u Real","0",""
"sportklub_1bba5f226e","Ferer: Daj bože da Alkaras igra na Ju-Es openu","0",""
"sportklub_065fcabde5","Kiles je čudo i ne planira da stane!","1",""
"sportklub_b4a77aaffe","Toza najavio 4 titule Zvezde do 2030, izabran novi UO","0",""
"sportklub_879590c725","Nadal: Još me boli promašen pasing protiv Đokovića u finalu AO","0",""
"sportklub_5654ad62f7","Grk u Draženovom dresu: Nisam fan Srba i Hrvata, već Jugoslovena!","1",""
"sportklub_d4ba4444a9","„Sve može da se menja, samo je Nikola nedodirljiv“","1",""
"sportklub_9946ee90ef","Pobeda karijere Ive Jović, „derbi Bilje Veselinović“ u polufinalu","0",""
"sportklub_ff3c020912","Srbija bez medalja na Evropskom prvenstvu","0",""
"sportklub_01edb35e49","Ni Barsa ni Efes: Spanulis vraća grčkog velikana na evropsku mapu","1",""
"sportklub_2755bd79c9","Zvezda jača od problema i COL, sa Partizanom za finale ABA","0",""
"sportklub_5167f5c999","Uroš Medić „ima da pršti“","1",""
"sportklub_7d451e78f9","Mesina: Hvala Džajiću i Radujku, odlazim iz porodičnih razloga","1",""
"sportklub_fbe5a6c8de","Cibona na prekretnici: ABA i Evrokup ili FIBA Liga šampiona?","1",""
"sportklub_318cd1084c","Kraj VAR frustracijama na Svetskom","0",""
"sportklub_a82dae8eb3","Ostavke u Kragujevcu: Otišao i Slavko Perović","0",""
"sportklub_4fcef18a7d","Saša Ilić je ponovo slobodan: Napustio klub iz Azerbejdžana","0",""
"sportklub_c4f2b85bd2","Strahinja Dragosavljević šesti u Brandenburgu","0",""
"sportklub_bd05853284","U Evropi menjaju pravila zbog NCAA","0",""
"sportklub_0adddb462c","Vojvodina šesti put uzastopno osvojila duplu krunu","0",""
"sportklub_e1bd99e110","Nije samo Tavares… Novi maler za Real pred F4 Evrolige","1",""
"sportklub_611ff5d65f","Sabalenka o Ukrajincima: Optužuju me kao da ja bacam bombe","1",""
"sportklub_47bde51f0e","Da li će san navijača Zvezde postati java?","1",""
"sportklub_1e46edc407","Dobrih sat vremena, ali poraz Srpkinja u Italiji","0",""
"sportklub_0a0f31d0eb","Zverev: Nikada ne bih menjao zlatnu medalju za titulu na GS","0",""
"sportklub_190efa60ae","Marsej dobio prvu rundu protiv Splićana, ali ima razloga za tugu","1",""
"sportklub_d57517664d","Nekadašnji talenat Čelsija braniće boje Kongoa na SP","1",""
"sportklub_07f36fd98f","SK: Neozbiljne spekulacije da generalni sponzor napušta Partizan","0",""
"sportklub_286fe4e6dd","Mira Aleksandrovna Andrejeva – grend slem šampionka","0",""
"sportklub_4efe1722b6","Legenda Premijer lige posle 24 godine staža rekla – kraj","1",""
"sportklub_fa42352b07","Emotivni Nando de Kolo pred poslednji ples","0",""
"sportklub_d74300364b","Gonsales u poslednji čas preoteo Salaču pol u Muđelu","0",""
"sportklub_cf5222e100","Debitovao na golu Čukaričkog i bio najbolji: Video sam da mogu","1",""
"sportklub_01e2d65bf4","Dvanaest piva i pet doza kokaina za suspenziju srpskog atletičara","1",""
"sportklub_3ed0c3c702","Liga kaznila Partizan, Vladu Jovanovića skupo koštao duks","0",""
"sportklub_ade00423b8","(VIDEO) Pogledajte sve golove 38. kola LaLige","0",""
"sportklub_38c9ad1f53","Niko kao Barselona: Moćne Katalonke vratile evropsku krunu","0",""
"sportklub_6294a1c966","Veliki preokret Vegasa, Kolorado na pragu eliminacije","0",""
"sportklub_e4b3ac06e4","Bukti rat: Janaj udario na Atamana, Turčin brutalno uzvratio","1",""
"sportklub_151f0bc40b","Torense osvojio Kup, igraće u Ligi Evrope, ali ostaje drugoligaš!","0",""
"sportklub_590ae16bf0","„Novak bi trebalo da igra malo više, ne otpisujte ga za Vimbldon“","1",""
"sportklub_d1c4812319","Dodić: Moglo je verovatno da bude i bolje, ali i gore","1",""
"sportklub_9036fcf7f3","Iranac razočaran: Očekivao sam srdačnost i osećaj zajedništva…","1",""
"sportklub_bc1d4c156e","Australija novi nezvanični prvak sveta, evo kako to radi…","1",""
"sportklub_a3e42aa91e","Vruće je, čekaju se samo potpisi: Pirgić u Plzenju!","1",""
"sportklub_305042b70f","Prijave za Vimbldon: Đoković predvodi triling iz Srbije","0",""
"sportklub_a955920c68","Istorija u Sen Deniju: Lans prvi put osvojio Kup Francuske","1",""
"sportklub_1d4e8c12c7","Dončićev klub se seli i dovodi NBA u Rim","0",""
"sportklub_80ac6d04e5","Gonsales slomio Salača za nastavak niza trijumfa","1",""
"sportklub_ab3721a63f","Rijera u Zrinjskom? Evo koliko je to realno","1",""
"sportklub_e8c628a700","Dobrić utučen: Ovakav kraj morao da se desi, biće velikih promena","1",""
"sportklub_500723c041","Igrač sezone u Primeri: Mbape, Jamal ili „Pirat“ iz Prizrena?","1",""
"sportklub_83ffe83ffd","Gde je zapelo? „Montero se raspitivao o Partizanu i Željku“","1",""
"sportklub_f52771501c","Rade piše: Zvezdo, godine prolaze, nervoznim korakom…","1",""
"sportklub_28346d19c2","Laslo Đere video četvrtfinale i… stao!","1",""
"sportklub_106e75faa4","„Terorista“ iz Somalije dobiće punu platu iako neće suditi na SP","0",""
"sportklub_73300e4407","(VIDEO) Bertans Aleksi: Brate, uopšte nisam sumnjao!","1",""
"sportklub_1c1cc3eb41","Pitanje od milion dolara: Zašto je Kecmanović stao?","1",""
"sportklub_3de00ab004","Neustrašivi Pepe se takođe vraća u Real Madrid","0",""
"sportklub_71e1c62707","Šef LCR Honde za SK o tome šta je dovelo do Zarkovog incidenta","1",""
"sportklub_3acef18fde","Dribler na Marakani: Zvezda ozvaničila drugo pojačanje","1",""
"sportklub_83e302c200","Utorak na Rolan Garosu: Senzacija za kraj i komentar Saše Ozma","1",""
"sportklub_21343b41e6","Sjajne vesti iz Splita: Dukić u finalu, Golubović blizu TOP 10…","1",""
"sportklub_20a5afa248","Kako do SP 2030: Put i šanse Srbije u novom sistemu kvalifikacija","1",""
"sportklub_2f8a273daf","Jelena Bruks – finalni portret: Košarkaški put posut zvezdama","1",""
"sportklub_1213088ad0","(VIDEO) Janakopulos uleteo na teren, sudije zapretile prekidom!","1",""
"sportklub_017f9d2cba","Jonas Vingegor – kralj uspona!","1",""
"sportklub_c4830f968d","Banjaja za SK o košarci, Šengeliji, ali i o novim gumama","1",""
"sportklub_59793993b7","Diđa predvodio dominaciju Italijana, jeziv pad Kvartarara","1",""
"sportklub_dcb4758b5e","Barcokas: Bodre nas i u Beogradu, Abu Dabiju, Atini…","0",""
"sportklub_be65d5b5a3","Jovo Lukić – skromni heroj BiH: Čuo sam samo naše navijače","0",""
"sportklub_25c3cab7c1","Aleksandar Pavlović je na spisku za Mundijal","0",""
"sportklub_9fa664f270","Zlatanović i Kangva doneli titulu Hapoelu","0",""
"sportklub_b5c55cec58","(VIDEO) Šta odbrani, čoveče?! Tijafo zbog ovoga nije spavao","1",""
"sportklub_56dd330824","Mesi na 907: Dva gola i asistencija u goleadi u Sinsinatiju","0",""
"sportklub_229ab39fc0","U Evertonu besni zbog naredbe da plate Barnliju 35 miliona funti","1",""
"sportklub_e909c33b1a","Partizan ipak želi da se finale nastavi, pročitajte dopis","1",""
"sportklub_93e1802587","„Cicipas je bio ljubomoran na uspehe Badose“","1",""
"sportklub_b19fd410a2","Šta je kardioverter-defibrilator koji nosi Eriksen i kako radi","1",""
"sportklub_dd671a1902","Honda ostaje bez legendarnog šefa!","1",""
"sportklub_e377718258","U utorak ističe čuvena desetodnevna klauzula Žozea Murinja","0",""
"sportklub_db1d929f4d","Večeras na Mundijalu: Vreme je za Brazil, Turci na ispitu","0",""
"sportklub_0e92a5cb7a","Muke Gordana Petrića pred EP: Neizvesni Cvetković i Maksimović","1",""
"sportklub_1c228e4e28","Alimpijević bez centra u ključnom trenutku: Žižića čeka operacija","1",""
"sportklub_3791c58454","Može li Pešić da se oprosti titulom? Majstorica odlučuje o rivalu","1",""
"sportklub_14de6b6e2d","Nešto ne štima: Štimac je bivši","1",""
"sportklub_450cf18b96","Novak jasan o bojkotu: Nisam deo toga","0",""
"sportklub_090956faf4","Bomba iz Novog Sada: Stefan Mitrović od srede u Vojvodini!","1",""
"sportklub_640979f2b9","Željko Obradović o ponudi: Nisu me zvali…","1",""
"sportklub_29d3e18b48","Prva potvrda za UFC Beograd: Duško Todorović objavio ime rivala","1",""
"sportklub_9c1fe72c91","Poznate sudije za Fajnal-for: Nema Srba posle dugo vremena","1",""
"sportklub_ebfaeec9b9","(VIDEO) „Ne bije boj…“ Ovo je najbolje zakucavanje u plej-ofu","1",""
"sportklub_9e718bd9c7","Siner: Morao sam da platim račun za tuđu grešku","1",""
"sportklub_434e2ac6d6","Ocokoljic: Penjaroja trazio čelendž, a dobio tehničku…","1",""
"sportklub_90592dd872","Crveno-beli pioniri odbranili titulu šampiona Srbije","0",""
"sportklub_df64203131","Priča Ivana Vukomanovića: Prodaja duše fudbala po tržišnoj ceni","1",""
"sportklub_dd7922aac3","Grobare ne zanima titula: Sramno malo ljudi na finalu!","1",""
"sportklub_31c0f7908b","Penjaroja: Nije ovo rutinska pobeda, igrači su ključ, a ne ja!","1",""
"sportklub_4e201a280f","Najstariji Nemac u istoriji: Nojer oborio Mateusov rekord","1",""
"sportklub_18fb9c3f87","„Ovo je moja poslednja“: Odlazi živa legenda Premijer lige","1",""
"sportklub_50f0aba4df","Luka Dončić se vraća kući!","0",""
"sportklub_3a33768ea4","Surova osveta raspucanog Reala, Barsi blamaža umesto „metle“","1",""
"sportklub_669b137a37","Mbape ne želi u politiku: „Već me dovoljno mrze“","1",""
"sportklub_e93a85e88f","Još jedan šok na Ostrvu, Tuhel precrtao zvezdu Real Madrida","1",""
"sportklub_85c2d8c820","Lom u Milanu: Smenjeni trener, CEO, tehnički i sportski direktor!","1",""
"sportklub_0a1d423b7b","Nedelja odluke: Stojaković između drafta i povratka na Ilinoj","1",""
"sportklub_89a9ba60e4","Bitka oko KLS: Skupština stopirala i Savez i ligu do daljeg","0",""
"sportklub_37f41d9a6d","Vapenski: Odbrana je ključ, ciljamo brejk u Beogradu","0",""
"sportklub_e614891fa2","(VIDEO) Biberović utučen: Vidiš kako je, mnogo mi je krivo…","1",""
"sportklub_9063f8d138","Jovanin Finiks ređa poraze","0",""
"sportklub_a919d8082f","Gomilaju se problemi: UEFA novčano i uslovno kaznila Budućnost","0",""
"sportklub_efcba7d2e5","(VIDEO) Ibrahimović spojio Lepu Brenu i Donalda Trampa","1",""
"sportklub_01ed608b73","Teksaški spektakl, sedmica Pancera, tragični Ekvador","1",""
"sportklub_61556525ce","Istorijske kvalifikacije: Aprilija prvi put „zaključala“ prvi red","1",""
"sportklub_9d53c8a64e","Svitolina: Sad uživam pre haosa; Gof: Stegnutost","1",""
"sportklub_9a5aaacb8b","(VIDEO) Nova bizarnost u Premijer ligi: Igranje rukom ili ne?","1",""
"sportklub_6a637c876a","Luis Enrike: Arsenal igra najbolji fudbal na svetu – bez lopte","1",""
"sportklub_a7b93549a4","Zemljotres kakav nije zabeležen 150 godina u kampu Engleza","0",""
"sportklub_3f10b7eefd","Pao još jedan evroligaš, Huventud u polufinalu","0",""
"sportklub_0f1d726d81","Nica izborila opstanak u Ligi 1","0",""
"sportklub_c39d576482","Valensija dominantna u Blaugrani, navijači Barse otišli!","1",""
"sportklub_86478a616d","Nije bilo dileme ko je najbolji igrač finala Lige šampiona","1",""
"sportklub_2b9faa77ed","Upoznajte Alena i Mateju, svetske prvake u kuglanju (VIDEO)","0",""
"sportklub_5824af1f54","Epski preokret u četvrtifnalu, Valensija ide na F4 Evrolige","0",""
"sportklub_21d9771905","De Zerbi: Golmani? Nije teška odluka, razgovaraću sa Medisonom","1",""
"sportklub_b0817982f5","Gotova Skupština Partizana: Mijat otišao i poručio da ne odustaje","0",""
"sportklub_8076fa0af8","(VIDEO) Jutro posle kod Parka prinčeva – suludo","1",""
"sportklub_7e573ae4b0","Gudurić zapažen u pobedi Armanija na startu plej-ofa","0",""
"sportklub_ead9b9dd86","Đoković iz Pariza direktno u staru bazu","0",""
"sportklub_1d32af682b","Alimpijević u nevolji: Barać razbio selektora bez ključnog igrača","1",""
"sportklub_1deae5b654","Nuno: Tužni zbog ispadanja, izvinjavamo se navijačima Vest Hema","0",""
"sportklub_2da97a48d7","Sudbina Partizanovih centara","0",""
"sportklub_ffb3d7ce40","(VIDEO) Podvig za LASKanje: Osvojili titulu nakon 61 godine","1",""
"sportklub_c819af0b03","Đirona ispala iz elite i zahvalila se Mičelu i svim pomoćnicima","0",""
"sportklub_7f4f29ae8f","Stamenić na spisku za Mundijal","0",""
"sportklub_015f046c4b","„Najvažniji ugovor u istoriji fudbala“: Realu 1.000.000.000 evra!","1",""
"sportklub_344e4c2304","Mekinro: Đoković je natčovek po tome šta uspeva","1",""
"sportklub_365c00b31d","Divac pred kamerama u toku NBA finala","0",""
"sportklub_32e64d8a73","Hiter se vratio na mesto uspeha","0",""
"sportklub_8b090424ad","Murinjo ne staje, posle Silve „ukrao“ Barsi još jednu zvezdu","1",""
"sportklub_eb1a41b277","Vučić o „uspesima“ Zvezde i Partizana: Toliko novca, a…","1",""
"sportklub_a0976110bc","Hamiltonova prva pobeda u Ferariju! Katastrofa za Antonelija!","1",""
"sportklub_87dea2cea3","Selektor Ekvadora: Boli, nepravedan poraz","1",""
"sportklub_5004362971","Kolege se dive: Siner „robot“… to samo pokazuje koliko je dobar","1",""
"sportklub_be902c4c6b","Nova kontroverza: FIFA kaže – tehnički problem, nije bilo ofsajda","0",""
"sportklub_79ab75e1fa","Mateta: Umoran sam, ali sada samo želim da slavim","0",""
"sportklub_020e5399d3","Jokić pomera NBA granice: Srbinu vrtoglavih 70 miliona po sezoni!","1",""
"sportklub_f605064043","Srbija pobedila olimpijske vicešampione, maestralni Mašulović","0",""
"sportklub_3c70acb04e","„Nema opuštanja, na krilima navijača do titule“","1",""
"sportklub_3c19876cad","Golden najtsi brejkom poveli u finalu Zapada","0",""
"sportklub_e05bae0951","Bernabeu čeka novog trenera: Real se zahvalio Arbeloi","0",""
"sportklub_3122f604c8","Da li će Žigić zadržati neobičan rekord na Mundijalima?","1",""
"sportklub_002126e27c","Nole čestitao Miri na dva jezika, pohvale i od Ane","0",""
"sportklub_0add0597e2","Bolje, ali nedovoljno za pobedu","1",""
"sportklub_d51f48f4da","Cvele sahranjen uz „Đurđevdan“","0",""
"sportklub_5e0ed69165","Real ne zaboravlja dan kada je Mijatović ušao u večnost","1",""
"sportklub_740d50c747","(VIDEO) Senzacija u Oregonu: Pao svetski rekord na 110 m prepone!","1",""
"sportklub_4c6c9f9e56","Ovo treba da znate uoči SP: Kolina o svim sudijskim inovacijama","0",""
"sportklub_b18a227b84","Italijani kažu: Pavlović će u Premijer ligu! Gigant sprema ponudu","1",""
"sportklub_b2f47609f3","Izraelski košarkaš poginuo u saobraćajnoj nesreći","0",""
"sportklub_1030231da6","Živi su Sparsi: San Antonio slavio u Medison Skver Gardenu","0",""
"sportklub_3880cccf4f","Crveni đavoli: Igrači primili novac da direktno oštete naš klub","1",""
"sportklub_d9520bfeed","Nogić prekinula dvocifren niz, novi poraz Finiksa","0",""
"sportklub_729ebb6fb0","Rud: Đoković još može da osvaja najveće trofeje","0",""
"sportklub_c68a813c28","Rade piše: Partija šaha za evropski tron","0",""
"sportklub_8f7859073f","Arnautović: Austrija može do svetske titule","0",""
"sportklub_90efe1dd76","Turski mediji: Vladimir Micov dobio otkaz!","0",""
"sportklub_2a7e879867","(VIDEO) Zvezdaško slavlje na Kalemegdanu","0",""
"sportklub_02440170f5","Adam Silver odbrojao: 3-2-1… Nema više tankovanja!","1",""
"sportklub_4bb1185971","Prvi veliki trijumf talentovanog srpskog golfera","1",""
"sportklub_beaeb3d927","Užas srpskog fudbala: Ima povređenih, deci ugrožena bezbednost","1",""
"sportklub_f618b7a487","Crnogorski klubovi saznali potencijalne rivale u Evropi","0",""
"sportklub_2e06692819","Martin: Izvinjavam se Bonori, bilo je to u afektu","1",""
"sportklub_ef2e368b18","Arteta: Kad Pep donese odluku, možemo da pričamo o tome","1",""
"sportklub_90d15b1d79","Markes: Sviđa mi se tuđi optimizam, ali… Banjaja: Mučim se","1",""
"sportklub_2fb9512bdd","Poraz Duplantisa posle tri godine, čudesna Odri Vero","1",""
"sportklub_807b697e56","Paunović: Najbolje da jun ostavimo iza sebe i zaboravimo sve ovo","1",""
"sportklub_fb4d9806d2","(VIDEO) Hempden se poklonio majstoru Maedi, Seltiku dupla kruna","1",""
"sportklub_acdd685a3d","(FOTO) Šljaka Rolan Garosa – šta se tačno sve nalazi ispod?","1",""
"sportklub_13bd23de0f","„Hvala svima, ministarstvima, Vučiću…“","1",""
"sportklub_1f61744b7a","Srbija ponovo sa Nemačkom u grupi, ali žreb nije bio loš","0",""
"sportklub_317b2b6755","Kineski gigant nastavlja konsultacije za ulazak u Formulu 1","0",""
"sportklub_506c2740f1","Bivši treneri Zvezde nižu uspehe u Rusiji: Brejk Zenita","0",""
"sportklub_29d7538934","Počeo šampionat Evrope u Splitu: Dobar start Dukića i Golubovića","1",""
"sportklub_d2f27d073e","Kenguri su hit, Australija šokirala Tursku!","1",""
"sportklub_dd8315a8f7","Poruka Lebronu: Ili se povuci ili prihvati realnost","1",""
"sportklub_e50c9b8be2","Tragičar dana: Kerem Akturkoglu","0",""
"sportklub_a7416b0a83","Maroko ispisao istoriju: Svi igrači na terenu rođeni van matice","1",""
"sportklub_010d5a7cdd","VIDEO Paunović: Krivo mi je! Tukli bi se za spisak da idemo na SP","1",""
"sportklub_6b58371a3d","Terzić: Ne žurimo da prodamo Kostova","1",""
"sportklub_cf51d59fef","Za nauk Orlovima: Nisu na SP, a bore se i narod ih voli","1",""
"sportklub_38d2c53a6e","Pobeda Ivane Španović na mitingu u Košicama","0",""
"sportklub_6f6bd231f5","Skener Zvezda: Seol probio kad je najbitnije, Mateus junački","1",""
"sportklub_fa1229319d","Zverev napustio intervju zbog pitanja o nasilju prema ženama","0",""
"sportklub_17ddf6f1f1","Italijan menja Srbina na klupi? Izgleda da neće dugo potrajati…","1",""
"sportklub_b8d405bb86","Barsa na korak od polufinala, promašaj Hezonje presudio Realu","0",""
"sportklub_ecf8ebcc9b","Odbojkašice bolje od Turske u Đenovi","0",""
"sportklub_7318de8a2e","Karasi: Osramotili su Srbiju, Veljko ne zovi ih više!","1",""
"sportklub_907a6ad636","Četvrtfinale Rolan Garosa: Ože-Alijasim i trojica Italijana","0",""
"sportklub_65a05fb9c6","Apel za spas Partizana: Ne priznajemo Skupštinu, novi izbori!","0",""
"sportklub_b895d8d2d0","Štimac briljira: Stručnjaci kojima je domet žderanje janjetine…","1",""
"sportklub_758accfc26","Van Dajk: Ne volim novo pravilo","0",""
"sportklub_31ed34e341","U Zvezdi bio promašaj, a sad… Šampion i najbolji igrač lige","1",""
"sportklub_571ba75da9","F4 LŠ: Peruđa i Varta (ponovo) za evropsku krunu","0",""
"sportklub_0688a9077c","Cvjetićaninov prvi utisak posle poraza: Nisam osetio ring i meč","0",""
"sportklub_676808c9de","(VIDEO) Suze, zagrljaji.. Poslednji meč Levandovskog na Nou Kampu","1",""
"sportklub_bba3b12efc","(VIDEO) Raselu prija Kanada, treći pol u nizu na „Vilnevu“","0",""
"sportklub_4f3738cf73","Strelac pobedonosnog gola za Koreju: Nisam se osećao dobro…","1",""
"sportklub_4f4f59e66b","Runi o Salahu: Tužno, sebično – ne bih ga pustio blizu stadiona!","1",""
"sportklub_86b274ad3e","Biće teških pitanja za Karla, Alison sačuvao bod protiv Maroka","1",""
"sportklub_628de33e78","Poznato kada Aleksandra Krunić igra za titulu na Rolan Garosu","1",""
"sportklub_6d5b1a70de","Akosta za SK: Imamo neočekivanu prednost, izvukli smo maksimum","0",""
"sportklub_199bcad444","Konte potvrdio da odlazi iz Napolija, klub se zahvalio Misteru","0",""
"sportklub_aada2c8acb","(VIDEO) Originalna objava Francuza za Mondijal 2026","0",""
"sportklub_95c7c05000","I Vasović odlučio da objasni zašto se video sa Stankovićem","1",""
"sportklub_34c470ee30","Stankovićev Briž osvojio titulu, Anderleht može i bez Cvetkovića","0",""
"sportklub_46e3bbc24a","Dan na Mundijalu: Tramp iznenadio selektora pozivom, poslušajte!","1",""
"sportklub_a32a643997","Srbija osvojila bronzu posle drame","0",""
"sportklub_f89d7d1906","Evroliga ima „plan B“ za 2027: Beograd alternativa Abu Dabiju","0",""
"sportklub_b76e3a353c","Drakonska kazna: Suspendovan na 11 godina!","0",""
"sportklub_3fe0932e68","Micićev gazda nije pomenuo Vasu, ali je bio ironičan…","1",""
"sportklub_5f40f52a8a","(VIDEO) Navijači izgubili strpljenje: „Saša odlazi“","1",""
"sportklub_8ca836379e","Do Lisabona sedam dana… Ko će da igra za Srbiju niko ne zna!","1",""
"sportklub_ab6cc089d4","Prestiž na talonu: Večiti derbi drugačijeg šmeka","1",""
"sportklub_549509d5f1","Tragičar dana: Miroslav Koubek menjao i pogrešio!","1",""
"sportklub_ab09a0503c","Partizan ne zna rivala, ali zna kad počinje polufinalna serija","0",""
"sportklub_d029401d2c","Kamavinga ne ide na Mundijal, ali ide u školu","0",""
"sportklub_7575cac508","Preokret Pešićevog Bajerna, Neno blistao za korak ka finalu","1",""
"sportklub_5931369d29","(VIDEO) Simfonija za Marka: AEK ozvaničio ugovor sa dirigentom","1",""
"sportklub_a41b76e271","Definitivno zeleno svetlo za Marka Markesa!","1",""
"sportklub_95a5614fa3","Bolna istina: Srbija nije pala niže još od 2017. godine","1",""
"sportklub_582a07e300","Budućnost ima recept za Zenicu: Čvrsto, agresivno i hrabro!","1",""
"sportklub_45d0bef901","ACB: Panter odveo Barselonu u finale","0",""
"sportklub_77c708e4a1","Košmaran debi na Mundijalu: Ekspresnim autogolom režirao propast","1",""
"sportklub_2dc259250d","(VIDEO) Neviđeno: Nikolića dočekalo 20.000 navijača na treningu!","1",""
"sportklub_e85271331d","Amerikanci „izmislili“ nove bizarne zabrane za Iran","1",""
"sportklub_a2b8a7f014","Oprostio mnogo novca: Poznato koliko Rusi plaćaju za Blagojevića","1",""
"sportklub_257e1cd181","Sve o Unikahi i principima Ibona Navara: Hemičar iz Vitorije","0",""
"sportklub_4aec1133d6","Tradicija: Besplatan ulaz na proslavu titule Zvezde","0",""
"sportklub_a0d93e9dc4","Jovana Nogić stala na 15 poena, Los Anđeles ipak prejak","0",""
"sportklub_3fee551e91","Rafa gleda Novaka na Rolan Garosu!","0",""
"sportklub_e89ed34aef","Obradović, Atina, Panatinaikos… „Delirijum“","1",""
"sportklub_b7a9f62b2a","Mažićev rez: Finale Kupa Rusije vodi najmlađi sudija u istoriji","1",""
"sportklub_b02e941601","Poslednjih 180 minuta: Ko izgubi u Ivanjici ide u Prvu ligu","0",""
"sportklub_610e91a29d","Teška priča","1",""
"sportklub_45c56ec0dc","Mbape vs Arbeloa: Rekao mi je da sam četvrti napadač u ekipi","0",""
"sportklub_853beca091","Ako Bonga ode u Olimpijakos, Partizan će dobro zaraditi","0",""
"sportklub_cec847cfcd","Hezonja za SK: Osećaj je dobar, a najbolji je kad se osvoji","0",""
"sportklub_fdf3f5d614","Spektakl: Vembi promašio pobedu, novi brejk Niksa za 13. u nizu!","0",""
"sportklub_895e7402fd","Istorijski debakl – koga zanima srpska titula","1",""
"sportklub_0c21a49567","Dugododišnji projekat Žalgirisa se seli na koledž","0",""
"sportklub_689e83b823","OKC nadomak finala: I Šej i Vembanjama raspucani iz penala","0",""
"sportklub_94f1203146","Stiglo odobrenje za „Croatia Ring“: Formula 1 stiže u Hrvatsku?","0",""
"sportklub_20589eb98f","Kulibali: Prvi cilj, plasman u četvrtfinale","0",""
"sportklub_f6344ed3e1","Da li ste vi varalica? – Trener Sautemptona napustio konferenciju","1",""
"sportklub_007bc63310","(VIDEO) Zverev: Ko si ti, rekao si da nikada neću osvojiti GS","1",""
"sportklub_66eed9ec8b","Breša na krilima Ivanovića srušila Milano","0",""
"sportklub_39d0e4ec63","Zbogom, Srbijo! Domeniko Mesina dobio posao u Italiji","0",""
"sportklub_76d212f725","Anćeloti: Nejmar neće igrati protiv Maroka","0",""
"sportklub_85606f76be","Tužan kraj: Voša odbila da se vrati, Partizan šampion","1",""
"sportklub_7691f2fcd1","Veliko srce male Ruskinje, Mira Andrejeva u finalu Rolan Garosa","0",""
"sportklub_1700ad6d2e","Kuman odmah pozvao novog igrača umesto Timbera","0",""
"sportklub_8eee4c46ce","Danas su izbori u Realu: Perez ili Rikelme?","0",""
"sportklub_fc721807b5","Premijer liga neće proširiti ulogu VAR sudija sledeće sezone","0",""
"sportklub_1e5a0cd3a5","„Hodar će vrlo brzo biti rame uz rame sa Alkarasom i Sinerom“","0",""
"sportklub_71d8273d47","Partizan još čeka rivala: Budućnost dobila triler protiv Dubaija!","1",""
"sportklub_8e5be65069","Muke Srba, ali i Brazilaca: Kako prepoznati falsifikovane sličice","1",""
"sportklub_03caed57e0","Barna: Pokazali smo karakter, kruna sezone je finale KLS","0",""
"sportklub_62eb8e0ec2","Zvezdin dželat uveo Lil u Ligu šampiona, pa otišao","1",""
"sportklub_6663ef28e0","Murinjov naslednik dolazi iz Premijer ligi i nije Amorim","1",""
"sportklub_d11c7ae3bb","Mijatović: Trebalo je da odem pre četiri meseca","1",""
"sportklub_cd2fa81e06","Kecmanović o saradnji Troicki-Novak: Šokiran sam – sve je jasno!","1",""
"sportklub_b26ce57f0d","Zeleno svetlo za Marka Markesa za Muđelo, ali…","1",""
"sportklub_b0648cda3e","Volfsburgovom igraču stižu pretnje nakon ispadanja iz Bundeslige","0",""
"sportklub_06c6957af3","Žoc je glavna tema u Atini, evo šta Grci „znaju“ o tome","1",""
"sportklub_b26ea14d75","Dubai završio još dva velika pojačanja","0",""
"sportklub_bfab2b6083","Dalić otkrio da zna sastav za Engleze pa se sukobio sa novinarom","1",""
"sportklub_394e54681e","SK: Poznata dužina Ilićevog ugovora u Partizanu","1",""
"sportklub_7635d15351","Srbija sa dve pobede otvorila Svetsko prvenstvo u basketu 3×3","0",""
"sportklub_16b818dfc9","Ko je Florentinovo misteriozno pojačanje? Nije Olise, nije Kejn","1",""
"sportklub_07474d868b","Otkud Zvezdinom Muhamedu prezime Saračević? Ovo je odgovor…","1",""
"sportklub_dd73e5553c","Da li je moguće?! Sanitetsko vozilo udarilo i povredilo igrača!","1",""
"sportklub_15906f5383","I plasman u LŠ i važno pojačanje: Roma otkupila Malena","0",""
"sportklub_ce2123329f","U Juventusu žele da Vlahović ostane,ali on više nije zaintersovan","1",""
"sportklub_e054350a04","Atletik Bilbao ima novi dres: Na njemu je „Velika Baskija“","0",""
"sportklub_0b08b081a7","Poruka vlasniku Denvera: „Imaš zilion dolara, plati igrače!“","1",""
"sportklub_181de13d58","Nije uspeo u Hajduku, „uništio“ je Italiju, a sad menja legendu","1",""
