"izvor","id","naslov","razlog"
"filip_glavna","sportklub_ce1dfd9804","Pad koncentracije i mučenje, ali… Đoković je u trećem kolu!","heuristika"
"filip_glavna","sportklub_9b121b5c04","Britanac probudio „Djokosmasha“: Pričaš s pogrešnom osobom!","heuristika"
"filip_glavna","sportklub_2baf8c80a5","A, Jokić i Šej? Legenda kaže: Vembi ubedljivo najbolji na svetu!","heuristika"
"filip_unakrsna","sportklub_6d1735a637","(VIDEO) Drama u penal seriji: CSKA osvojio Kup Bugarske","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_2efc4bb2c5","Predizborno obećanje: Jirgen Klop na klupi Reala!","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_6ff093b875","NCAA spušta rampu za igrače iz Evrolige?","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_763feadbec","(VIDEO) Vezenkov pogodio sa pola terena, Milutinov van tima","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_0ece59a738","Akosta za SK: Mnogo još posla imamo","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_1ff0a88fc9","Bode je zaboravljen: Kristijan Kivu dobija novi ugovor","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_f4a2d89dde","Mesi u trci sa vremenom: Neće biti potpuno spreman","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_b1c4679534","Pogledajte kako su igrači Arsenala dočekali trenutak krunisanja","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_d95b8563d2","(VIDEO) Vembanjama uništio Minesotu","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_67a464974c","Džered Batler: Velikim delom krivica je moja","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_d4623f17db","Andrejeva: Ne slušam šta Ukrajinke pričaju o nama","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_5cc0d6788e","Janik Siner šokantno ispao sa Rolan Garosa! Pozlilo mu je…","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_34d70f7e18","Zlata vredan brejk Cibone u Zadru, uz velike planove…","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_7e71114f92","Armani najavio pohod za titulu – stotkom!","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_b83fd9620a","Šou je počeo! Dva gola i tri direktna crvena na startu Mundijala","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_53752b90d1","Tadić: Piksi je hteo da okrene svlačionicu protiv mene","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_629ad7683a","(VIDEO) Nije samo majstor za asistencije: Kakva golčina Bruna!","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_96a17d3c4d","„Ode Božo, legenda Borca i Čačka, ostaju priče za sva vremena“","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_ef0520b36c","(VIDEO) Prekid i drama u Mostaru, Zrinjski osvojio Kup BIH!","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_160e7fe370","Četvorica u 61 hiljaditinki – Gevara tik ispred Salača do pola","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_9dcb40c67f","Šćepanović za SK: Za ovakve utakmice se živi!","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_fd2b129e01","Njujork ponovo živi za košarku","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_565ca7d01f","Tanasković odgovorio Terziću: Takve reči ne donose dobro sportu","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_d11da25016","Gojko: Ako postoji neopravdani bojkot, zahvalio bih se igračima","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_340b9312e3","Nije „mitsko biće“: Mesina stiže na finale u Loznicu","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_c75ed6c1a8","Rasim pred Skupštinu: Muka mi je od izgovora, neću da tražim pare","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_a9f1a639b1","Prvi gol na Mundijalima, i to protiv Nemaca: Kurasao čini čuda!","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_fdebb02e57","Euro NIL: Kako Srbija može da iskoristi benefite NCAA košarke?","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_3dce2956d1","Liga nacija: Ukrajina za istoriju, Holandija pregazila Tursku","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_f31c76cae9","Montero MVP, Valensija „počistila“ Huventud za novo finale","neslaganje: Danilo=0; heuristika"
"filip_unakrsna","sportklub_bc40e91398","(FOTO) Ovako izgleda kostur najvećeg Mundijala ikada","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_c39fdaf92d","Petković: Serena se nije vratila da bi igrala samo dubl","neslaganje: Danilo=0"
"filip_unakrsna","sportklub_e56d5c13ec","Dva finala za Srbiju posle kvalifikacija u Montemoru","neslaganje: Danilo=0"
